custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,market
40.0,technician,single,university.degree,no,no,no,cellular,nov,mon,5,999,0,nonexistent,-3.4,92.649,-30.1,0.7140000000000001,5017.5,999.0,0,0,177.08140566273283,0.0
32.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,0,163.88645559729886,0.0
,blue-collar,married,,unknown,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,-152.28987566224365,0.0
27.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2,999.0,0,0,155.39418447067834,0.0
43.0,entrepreneur,married,professional.course,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,999.0,0,0,183.13437341275915,0.0
32.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,159.9981198984318,0.0
,services,married,,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,-23.033846651007316,0.0
33.0,entrepreneur,married,university.degree,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,165.9626179824706,0.0
51.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,188.84001873254823,0.0
54.0,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,124.4524847016464,0.0
52.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,59.2698118102859,0.0
,blue-collar,single,unknown,no,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,278.24886841024306,0.0
54.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,56.96346995056592,0.0
57.0,retired,married,unknown,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-8.846673432845684,0.0
,admin.,married,high.school,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,168.96034206346735,0.0
,admin.,divorced,high.school,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,5,0,190.36234018112842,0.0
50.0,admin.,single,basic.9y,no,unknown,unknown,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,999.0,0,0,191.23542223171097,0.0
39.0,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,-18.249654894020633,0.0
46.0,services,married,high.school,unknown,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,-8.858519598696745,0.0
52.0,blue-collar,married,,no,no,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,52.90507393259385,0.0
,admin.,married,,no,no,no,cellular,oct,fri,1,999,2,failure,-3.4,92.431,-26.9,0.7390000000000001,5017.5,999.0,8,0,182.5737152040658,0.0
32.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,5,0,-150.76186009069926,0.0
40.0,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0,302.1419223023008,0.0
,retired,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.843,5076.2,999.0,0,0,199.40931965614126,0.0
48.0,admin.,single,high.school,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,187.2800318812181,0.0
,services,single,high.school,no,yes,no,telephone,may,fri,9,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,0,0,161.32452911982602,0.0
31.0,blue-collar,married,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,19.40861709772706,0.0
45.0,services,single,high.school,unknown,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,-4.979924344171749,0.0
42.0,blue-collar,married,unknown,no,no,no,telephone,jun,wed,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999.0,0,0,29.621755458036745,0.0
29.0,admin.,married,basic.6y,no,yes,no,cellular,may,fri,6,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,999.0,2,0,163.0421774387511,0.0
,technician,married,university.degree,no,yes,no,telephone,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,0.985,4963.6,999.0,2,0,172.8564530376692,0.0
85.0,housemaid,divorced,basic.4y,unknown,yes,no,telephone,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,999.0,0,0,42.4560373128402,0.0
31.0,admin.,married,,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,160.50341411809686,0.0
36.0,admin.,married,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,169.4129602500651,0.0
29.0,services,single,high.school,no,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,151.10968509417023,0.0
49.0,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,999.0,0,0,57.185192724224464,0.0
31.0,self-employed,married,university.degree,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.768,5017.5,999.0,0,0,164.8978046101723,0.0
,services,married,high.school,unknown,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,0,236.7015109511766,0.0
,admin.,married,,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999.0,0,0,169.11005827750824,0.0
40.0,technician,married,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,172.95062503491482,0.0
,technician,married,,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,169.10064511080134,0.0
80.0,retired,married,basic.4y,no,no,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,999.0,0,0,226.42197865998074,0.0
29.0,admin.,single,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0,159.01591888140473,0.0
51.0,blue-collar,married,,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,307.64994122640314,0.0
44.0,management,married,,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,216.0492462480383,0.0
46.0,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,0,51.44608642942747,0.0
52.0,entrepreneur,married,university.degree,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,185.64195491328698,0.0
48.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,46.27057472990778,0.0
32.0,management,single,,no,no,no,cellular,jun,tue,4,999,0,nonexistent,-1.7,94.055,-39.8,0.7609999999999999,4991.6,999.0,0,0,188.4646583805574,0.0
34.0,blue-collar,married,,unknown,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,95.7655361277395,0.0
29.0,admin.,single,high.school,no,yes,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,0.2,3,1,153.93223255467674,1.0
46.0,housemaid,married,,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,999.0,0,0,178.12360692910755,0.0
37.0,services,married,high.school,no,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,167.4487989434235,0.0
,admin.,married,high.school,unknown,unknown,unknown,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,-16.06434775011772,0.0
40.0,services,married,high.school,unknown,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,0,-18.10953961109363,0.0
39.0,blue-collar,single,,unknown,yes,no,cellular,jul,tue,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-150.0434234036866,0.0
32.0,technician,single,university.degree,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,999.0,0,0,420.43113394728454,0.0
,entrepreneur,married,basic.9y,unknown,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,999.0,0,0,248.99125435938265,0.0
28.0,technician,single,professional.course,no,no,no,cellular,may,fri,1,3,1,success,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0.1,2,1,156.30452506412985,1.0
30.0,student,single,,no,no,yes,telephone,mar,tue,1,3,2,success,-1.8,93.369,-34.8,0.637,5008.7,0.1,2,1,412.2732641764078,1.0
,admin.,married,high.school,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,166.74026004590638,0.0
22.0,blue-collar,single,,unknown,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-176.0496881233511,0.0
30.0,student,single,,unknown,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-43.38629632827152,0.0
38.0,services,divorced,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,999.0,0,0,175.17772645469148,0.0
38.0,admin.,divorced,,no,no,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,434.7853297538032,0.0
,blue-collar,married,basic.9y,unknown,yes,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,102.82045797039675,0.0
53.0,admin.,married,,unknown,no,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,7.029650547022925,0.0
32.0,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,164.2467582420659,0.0
41.0,services,divorced,basic.9y,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,172.8381630043816,0.0
24.0,blue-collar,married,basic.9y,no,yes,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,999.0,0,0,11.856106995373548,0.0
,blue-collar,divorced,basic.9y,unknown,no,yes,telephone,jun,tue,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,105.04568719383914,0.0
,self-employed,married,university.degree,unknown,no,no,telephone,jun,mon,10,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,-18.072877163223573,0.0
58.0,unemployed,married,professional.course,unknown,no,no,cellular,aug,,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,0,11.986746777373945,0.0
57.0,admin.,married,,unknown,no,no,cellular,aug,,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,9.526385230600727,0.0
65.0,retired,married,high.school,no,no,no,cellular,aug,mon,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.861,5076.2,999.0,1,0,209.6011876106882,0.0
29.0,technician,married,,no,yes,no,telephone,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,157.24832481457892,0.0
49.0,services,married,basic.6y,no,no,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999.0,0,0,447.9808171315208,0.0
35.0,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999.0,0,0,160.39187631406807,0.0
37.0,blue-collar,married,unknown,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,19.357009679977622,0.0
50.0,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,0,188.9013926249001,0.0
38.0,technician,divorced,,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,178.22352068083796,0.0
38.0,technician,single,professional.course,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,173.3059070572002,0.0
46.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-145.1080002577939,0.0
,technician,married,,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,426.65927160578894,0.0
,blue-collar,single,,no,no,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,999.0,0,0,289.4719440887647,0.0
50.0,entrepreneur,married,unknown,unknown,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,251.7577543531683,0.0
,admin.,married,university.degree,no,no,no,telephone,may,fri,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,999.0,3,0,174.7110906955942,0.0
27.0,admin.,single,,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,153.86861893207197,0.0
,management,single,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,200.53547088705068,0.0
37.0,technician,single,high.school,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,230.25809419806794,0.0
47.0,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,-6.741306668914216,0.0
26.0,admin.,single,,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,-46.39066416800657,0.0
44.0,entrepreneur,married,university.degree,no,no,yes,cellular,nov,wed,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,999.0,2,0,449.18213461575033,0.0
,management,married,,no,yes,no,cellular,jul,,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,999.0,0,0,215.10914970475682,0.0
39.0,admin.,married,,unknown,yes,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,-23.850026493312956,0.0
94.0,retired,married,basic.9y,no,no,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,999.0,4,0,258.97079784475096,0.0
29.0,admin.,single,university.degree,no,no,yes,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,999.0,0,1,418.97526815379047,1.0
25.0,self-employed,single,unknown,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.749,-34.6,0.643,5008.7,999.0,5,0,149.52156512481588,0.0
31.0,technician,divorced,high.school,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,160.33686401506424,0.0
28.0,housemaid,single,basic.6y,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,999.0,0,0,158.65794505147477,0.0
,management,married,,unknown,yes,yes,cellular,apr,tue,8,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,0,284.47115664472847,0.0
35.0,admin.,married,,no,yes,no,cellular,jun,tue,1,5,1,success,-1.7,94.055,-39.8,0.7609999999999999,4991.6,0.166666667,1,1,159.83597021988285,1.0
39.0,admin.,single,high.school,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,165.20155009246633,0.0
43.0,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,999.0,0,0,45.46726435943643,0.0
49.0,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,119.06316352891116,0.0
38.0,admin.,married,university.degree,no,no,no,telephone,may,,6,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,999.0,0,0,169.77522210290138,0.0
42.0,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,179.17614841189518,0.0
52.0,admin.,divorced,university.degree,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,4.992120557164309,0.0
46.0,admin.,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,174.73439340892574,0.0
42.0,blue-collar,married,,unknown,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-151.2510629293881,0.0
31.0,management,single,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,200.53789617925938,0.0
,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,167.87812344750205,0.0
,admin.,married,high.school,no,yes,no,telephone,may,,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,168.99389105356195,0.0
53.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,-140.4876739489175,0.0
48.0,technician,married,professional.course,unknown,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,999.0,0,0,-2.732951795521295,0.0
68.0,retired,married,university.degree,no,yes,no,cellular,jul,mon,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6,999.0,3,0,216.59881723906193,0.0
42.0,self-employed,married,,no,yes,no,cellular,jun,wed,1,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,0.1,6,1,183.75585255262445,1.0
45.0,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,184.367217541062,0.0
,blue-collar,married,,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,34.75927916550559,0.0
,blue-collar,married,,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,999.0,0,0,303.2634173328362,0.0
51.0,admin.,married,,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,999.0,0,0,191.28636077912898,0.0
,technician,married,professional.course,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,999.0,0,0,186.18086071508438,0.0
41.0,unemployed,single,high.school,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,176.81506515061508,0.0
,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999.0,0,0,167.8425553590598,0.0
45.0,admin.,married,unknown,no,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,0,167.64123172726948,0.0
40.0,services,divorced,,no,yes,no,telephone,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,174.70411196313907,0.0
,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7,5023.5,999.0,0,1,40.93446040493951,1.0
,admin.,single,university.degree,no,yes,no,cellular,nov,,1,9,3,failure,-3.4,92.649,-30.1,0.716,5017.5,0.3,15,0,185.28428660212924,0.0
45.0,blue-collar,married,,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-147.67926345798335,0.0
39.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,38.52385445950096,0.0
40.0,entrepreneur,married,,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,999.0,0,0,169.5520678764072,0.0
,unemployed,divorced,basic.4y,no,no,yes,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,999.0,0,0,440.85496672468815,0.0
,technician,married,university.degree,no,yes,no,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,174.6687308254828,0.0
54.0,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,0,4.985101154948627,0.0
42.0,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,0,47.47895412374983,0.0
40.0,admin.,married,university.degree,no,yes,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,170.70199210083953,0.0
47.0,technician,divorced,professional.course,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999.0,0,1,190.7265336805617,1.0
39.0,admin.,married,,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999.0,0,0,429.433666480659,0.0
40.0,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999.0,0,0,34.52542071858071,0.0
47.0,self-employed,married,university.degree,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,188.07936834543705,1.0
34.0,technician,married,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,0,156.91395662766706,0.0
58.0,self-employed,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,0,196.0258176818026,0.0
54.0,management,married,university.degree,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,999.0,0,0,31.752873871715295,0.0
30.0,admin.,married,university.degree,no,no,no,telephone,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,0,154.42117629094545,0.0
26.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,1,21.95862010299546,0.0
59.0,management,married,,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,999.0,0,0,233.30796196719805,0.0
43.0,admin.,married,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,999.0,0,0,174.04913958334672,0.0
38.0,management,single,,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,21.025654030244873,0.0
37.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,-161.79748719024374,0.0
50.0,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,999.0,0,0,249.7061083622686,0.0
26.0,technician,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,4963.6,999.0,0,0,149.12168965736484,0.0
39.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,0,-154.9563804274398,0.0
,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,999.0,0,0,304.0639350853613,0.0
33.0,admin.,single,,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999.0,0,0,156.48538722737385,0.0
38.0,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,999.0,0,0,41.35089485283514,0.0
41.0,admin.,single,university.degree,no,yes,yes,telephone,jul,thu,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,999.0,0,0,436.15461537698945,0.0
,technician,married,university.degree,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,999.0,0,1,-12.378922530878508,0.0
,management,married,university.degree,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999.0,0,0,21.26235579931884,0.0
59.0,management,married,basic.4y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,999.0,0,0,232.8727555673711,0.0
